episode_id,steps,reward,tracker_caught_target,target_reached_base,tracker_type,target_type
0,54,18.943759341010026,True,False,rule,expert_rule
1,36,17.24127600897294,True,False,rule,expert_rule
2,39,17.713928852758826,True,False,rule,expert_rule
3,36,17.73857125639416,True,False,rule,expert_rule
4,54,18.943759341010026,True,False,rule,expert_rule
5,36,17.24127600897294,True,False,rule,expert_rule
6,39,17.713928852758826,True,False,rule,expert_rule
7,36,17.73857125639416,True,False,rule,expert_rule
8,54,18.943759341010026,True,False,rule,expert_rule
9,36,17.24127600897294,True,False,rule,expert_rule
10,39,17.713928852758826,True,False,rule,expert_rule
11,36,17.73857125639416,True,False,rule,expert_rule
12,54,18.943759341010026,True,False,rule,expert_rule
13,36,17.24127600897294,True,False,rule,expert_rule
14,39,17.713928852758826,True,False,rule,expert_rule
15,36,17.73857125639416,True,False,rule,expert_rule
16,54,18.943759341010026,True,False,rule,expert_rule
17,36,17.24127600897294,True,False,rule,expert_rule
18,39,17.713928852758826,True,False,rule,expert_rule
19,36,17.73857125639416,True,False,rule,expert_rule
20,54,18.943759341010026,True,False,rule,expert_rule
21,36,17.24127600897294,True,False,rule,expert_rule
22,39,17.713928852758826,True,False,rule,expert_rule
23,36,17.73857125639416,True,False,rule,expert_rule
24,54,18.943759341010026,True,False,rule,expert_rule
25,36,17.24127600897294,True,False,rule,expert_rule
26,39,17.713928852758826,True,False,rule,expert_rule
27,36,17.73857125639416,True,False,rule,expert_rule
28,54,18.943759341010026,True,False,rule,expert_rule
29,36,17.24127600897294,True,False,rule,expert_rule
30,39,17.713928852758826,True,False,rule,expert_rule
31,36,17.73857125639416,True,False,rule,expert_rule
32,43,17.936937386019217,True,False,rule,expert_rule
33,45,18.7926593845876,True,False,rule,expert_rule
34,38,17.181395659072507,True,False,rule,expert_rule
35,44,17.415296758406566,True,False,rule,expert_rule
36,43,17.936937386019217,True,False,rule,expert_rule
37,45,18.7926593845876,True,False,rule,expert_rule
38,38,17.181395659072507,True,False,rule,expert_rule
39,44,17.415296758406566,True,False,rule,expert_rule
40,43,17.936937386019217,True,False,rule,expert_rule
41,45,18.7926593845876,True,False,rule,expert_rule
42,38,17.181395659072507,True,False,rule,expert_rule
43,44,17.415296758406566,True,False,rule,expert_rule
44,43,17.936937386019217,True,False,rule,expert_rule
45,45,18.7926593845876,True,False,rule,expert_rule
46,38,17.181395659072507,True,False,rule,expert_rule
47,44,17.415296758406566,True,False,rule,expert_rule
48,45,17.606757244276015,True,False,rule,expert_rule
49,32,18.510875454177036,True,False,rule,expert_rule
50,43,18.357351857657985,True,False,rule,expert_rule
51,37,17.31332572633425,True,False,rule,expert_rule
52,45,17.606757244276015,True,False,rule,expert_rule
53,32,18.510875454177036,True,False,rule,expert_rule
54,43,18.357351857657985,True,False,rule,expert_rule
55,37,17.31332572633425,True,False,rule,expert_rule
56,45,17.606757244276015,True,False,rule,expert_rule
57,32,18.510875454177036,True,False,rule,expert_rule
58,43,18.357351857657985,True,False,rule,expert_rule
59,37,17.31332572633425,True,False,rule,expert_rule
60,42,18.656878518184957,True,False,rule,expert_rule
61,41,17.767187119257468,True,False,rule,expert_rule
62,42,18.358343626300236,True,False,rule,expert_rule
63,46,18.53770474849661,True,False,rule,expert_rule
64,42,18.656878518184957,True,False,rule,expert_rule
65,41,17.767187119257468,True,False,rule,expert_rule
66,42,18.358343626300236,True,False,rule,expert_rule
67,46,18.53770474849661,True,False,rule,expert_rule
68,39,17.362333723259724,True,False,rule,expert_rule
69,39,18.851256624979133,True,False,rule,expert_rule
70,47,18.034917020814177,True,False,rule,expert_rule
71,41,18.226374476539544,True,False,rule,expert_rule
72,43,17.936937386019217,True,False,rule,expert_rule
73,45,18.7926593845876,True,False,rule,expert_rule
74,38,17.181395659072507,True,False,rule,expert_rule
75,44,17.415296758406566,True,False,rule,expert_rule
76,45,17.606757244276015,True,False,rule,expert_rule
77,32,18.510875454177036,True,False,rule,expert_rule
78,43,18.357351857657985,True,False,rule,expert_rule
79,37,17.31332572633425,True,False,rule,expert_rule
80,43,17.936937386019217,True,False,rule,expert_rule
81,45,18.7926593845876,True,False,rule,expert_rule
82,38,17.181395659072507,True,False,rule,expert_rule
83,44,17.415296758406566,True,False,rule,expert_rule
84,42,18.656878518184957,True,False,rule,expert_rule
85,41,17.767187119257468,True,False,rule,expert_rule
86,42,18.358343626300236,True,False,rule,expert_rule
87,46,18.53770474849661,True,False,rule,expert_rule
88,39,17.362333723259724,True,False,rule,expert_rule
89,39,18.851256624979133,True,False,rule,expert_rule
90,47,18.034917020814177,True,False,rule,expert_rule
91,41,18.226374476539544,True,False,rule,expert_rule
92,45,17.606757244276015,True,False,rule,expert_rule
93,32,18.510875454177036,True,False,rule,expert_rule
94,43,18.357351857657985,True,False,rule,expert_rule
95,37,17.31332572633425,True,False,rule,expert_rule
96,39,17.362333723259724,True,False,rule,expert_rule
97,39,18.851256624979133,True,False,rule,expert_rule
98,47,18.034917020814177,True,False,rule,expert_rule
99,41,18.226374476539544,True,False,rule,expert_rule
